"","poverty_level","primary_focus_area","date_completed","total_price_excluding_optional_support","students_reached"
"2412","highest poverty","Literacy & Language","2011-04",991920.98,155457
"2413","low poverty","Literacy & Language","2011-04",41398.16,5481
"2414","moderate poverty","Literacy & Language","2011-04",177374.46,43152
"2415","high poverty","Math & Science","2011-04",164326.32,38455
"2416","highest poverty","Math & Science","2011-04",507425.83,105115
"2417","low poverty","Math & Science","2011-04",27381.02,4235
"2418","moderate poverty","Math & Science","2011-04",96489.41,18257
"2419","high poverty","Music & The Arts","2011-04",39581.9,21186
"2420","highest poverty","Music & The Arts","2011-04",145867.92,67456
"2421","low poverty","Music & The Arts","2011-04",6175.25,2836
"2422","moderate poverty","Music & The Arts","2011-04",35432.4,21851
"2423","high poverty","Special Needs","2011-04",34532.73,3506
"2424","highest poverty","Special Needs","2011-04",115636.54,10320
"2425","low poverty","Special Needs","2011-04",4703.16,310
"2426","moderate poverty","Special Needs","2011-04",26509.27,2153
"2427","high poverty","Applied Learning","2011-05",17134.86,12590
"2428","highest poverty","Applied Learning","2011-05",55150.7,10685
"2429","low poverty","Applied Learning","2011-05",2053.96,1221
"2430","moderate poverty","Applied Learning","2011-05",8328.11,3237
"2431","high poverty","Health & Sports","2011-05",6441.21,2431
"2432","highest poverty","Health & Sports","2011-05",23206.46,9719
"2433","low poverty","Health & Sports","2011-05",415.94,67
"2434","moderate poverty","Health & Sports","2011-05",4185.19,2874
"2435","high poverty","History & Civics","2011-05",6749.62,2000
"2436","highest poverty","History & Civics","2011-05",52499.1,8097
"2437","low poverty","History & Civics","2011-05",2132.53,322
"2438","moderate poverty","History & Civics","2011-05",5400.32,1193
"2439","high poverty","Literacy & Language","2011-05",174549.06,34565
"2440","highest poverty","Literacy & Language","2011-05",496252.27,76076
"2441","low poverty","Literacy & Language","2011-05",19794.31,2336
"2442","moderate poverty","Literacy & Language","2011-05",72800.77,18757
"2443","high poverty","Math & Science","2011-05",82179.27,21421
"2444","highest poverty","Math & Science","2011-05",240245.88,53046
"2445","low poverty","Math & Science","2011-05",7982.41,1802
"2446","moderate poverty","Math & Science","2011-05",50060.87,13570
"2447","high poverty","Music & The Arts","2011-05",33282.59,17164
"2448","highest poverty","Music & The Arts","2011-05",113685.55,47580
"2449","low poverty","Music & The Arts","2011-05",3948.71,713
"2450","moderate poverty","Music & The Arts","2011-05",16180.18,7418
"2451","high poverty","Special Needs","2011-05",21499.99,1759
"2452","highest poverty","Special Needs","2011-05",54462.26,5473
"2453","low poverty","Special Needs","2011-05",390.77,12
"2454","moderate poverty","Special Needs","2011-05",17572.15,1970
"2455","high poverty","Applied Learning","2011-06",6618.35,5367
"2456","highest poverty","Applied Learning","2011-06",28537.2,7334
"2457","low poverty","Applied Learning","2011-06",484.04,26
"2458","moderate poverty","Applied Learning","2011-06",4504.89,1775
"2459","high poverty","Health & Sports","2011-06",3493.62,2128
"2460","highest poverty","Health & Sports","2011-06",14540.49,5435
"2461","low poverty","Health & Sports","2011-06",438.21,111
"2462","moderate poverty","Health & Sports","2011-06",596.29,500
"2463","high poverty","History & Civics","2011-06",4899.64,982
"2464","highest poverty","History & Civics","2011-06",20858.77,6465
"2465","moderate poverty","History & Civics","2011-06",3277.59,1358
"2466","high poverty","Literacy & Language","2011-06",104972.06,17217
"2467","highest poverty","Literacy & Language","2011-06",313398.5,43331
"2468","low poverty","Literacy & Language","2011-06",10471.15,1432
"2469","moderate poverty","Literacy & Language","2011-06",49939.86,11223
"2470","high poverty","Math & Science","2011-06",40254.72,8221
"2471","highest poverty","Math & Science","2011-06",130767.67,24365
"2472","low poverty","Math & Science","2011-06",5172.19,1027
"2473","moderate poverty","Math & Science","2011-06",34040.56,5793
"2474","high poverty","Music & The Arts","2011-06",12567.7,6935
"2475","highest poverty","Music & The Arts","2011-06",51076.46,25706
"2476","low poverty","Music & The Arts","2011-06",2548.91,1155
"2477","moderate poverty","Music & The Arts","2011-06",6658.98,5137
"2478","high poverty","Special Needs","2011-06",11898.73,604
"2479","highest poverty","Special Needs","2011-06",40058.29,2504
"2480","low poverty","Special Needs","2011-06",1177.67,175
"2481","moderate poverty","Special Needs","2011-06",8865,536
"2482","high poverty","Applied Learning","2011-07",7289.5,2432
"2483","highest poverty","Applied Learning","2011-07",25727.9,5564
"2484","low poverty","Applied Learning","2011-07",533.58,42
"2485","moderate poverty","Applied Learning","2011-07",5178.3,1266
"2486","high poverty","Health & Sports","2011-07",1419.56,1140
"2487","highest poverty","Health & Sports","2011-07",19279.67,5862
"2488","moderate poverty","Health & Sports","2011-07",638.99,124
"2489","high poverty","History & Civics","2011-07",6388.25,1679
"2490","highest poverty","History & Civics","2011-07",24136.24,5286
"2491","low poverty","History & Civics","2011-07",151.08,25
"2492","moderate poverty","History & Civics","2011-07",3679.12,534
"2493","high poverty","Literacy & Language","2011-07",68309.74,14061
"2494","highest poverty","Literacy & Language","2011-07",286439.29,43387
"2495","low poverty","Literacy & Language","2011-07",4786.19,819
"2496","moderate poverty","Literacy & Language","2011-07",26730.91,4184
"2497","high poverty","Math & Science","2011-07",33645.63,8917
"2498","highest poverty","Math & Science","2011-07",113350.84,26520
"2499","low poverty","Math & Science","2011-07",3669.16,283
"2500","moderate poverty","Math & Science","2011-07",12069.35,2010
"2501","high poverty","Music & The Arts","2011-07",11272.36,4974
"2502","highest poverty","Music & The Arts","2011-07",37540.12,22463
"2503","low poverty","Music & The Arts","2011-07",2820.36,1339
"2504","moderate poverty","Music & The Arts","2011-07",3492.52,928
"2505","high poverty","Special Needs","2011-07",17455.11,458
"2506","highest poverty","Special Needs","2011-07",29592.15,1999
"2507","low poverty","Special Needs","2011-07",1234.75,110
"2508","moderate poverty","Special Needs","2011-07",9449,593
"2509","high poverty","Applied Learning","2011-08",32119.66,7063
"2510","highest poverty","Applied Learning","2011-08",69031.1,10613
"2511","low poverty","Applied Learning","2011-08",5565.02,1190
"2512","moderate poverty","Applied Learning","2011-08",7628.76,1678
"2513","high poverty","Health & Sports","2011-08",7598.91,3028
"2514","highest poverty","Health & Sports","2011-08",19171.33,8306
"2515","low poverty","Health & Sports","2011-08",1157.37,1024
"2516","moderate poverty","Health & Sports","2011-08",3681.05,5268
"2517","high poverty","History & Civics","2011-08",19882.74,4732
"2518","highest poverty","History & Civics","2011-08",52938.02,16020
"2519","low poverty","History & Civics","2011-08",3796.12,950
"2520","moderate poverty","History & Civics","2011-08",4955.43,1175
"2521","high poverty","Literacy & Language","2011-08",168519.21,34234
"2522","highest poverty","Literacy & Language","2011-08",562649.97,75043
"2523","low poverty","Literacy & Language","2011-08",17713.14,1869
"2524","moderate poverty","Literacy & Language","2011-08",74676.08,10325
"2525","high poverty","Math & Science","2011-08",96681.64,23389
"2526","highest poverty","Math & Science","2011-08",226054.77,47696
"2527","low poverty","Math & Science","2011-08",20560.63,7465
"2528","moderate poverty","Math & Science","2011-08",38373.13,7806
"2529","high poverty","Music & The Arts","2011-08",27596.2,12238
"2530","highest poverty","Music & The Arts","2011-08",84040.52,36401
"2531","low poverty","Music & The Arts","2011-08",7728.34,2924
"2532","moderate poverty","Music & The Arts","2011-08",14575.47,6864
"2533","high poverty","Special Needs","2011-08",28223.42,1674
"2534","highest poverty","Special Needs","2011-08",76356.02,7489
"2535","low poverty","Special Needs","2011-08",6725.23,884
"2536","moderate poverty","Special Needs","2011-08",11514.05,836
"2537","high poverty","Applied Learning","2011-09",45492.61,19536
"2538","highest poverty","Applied Learning","2011-09",63279.29,14111
"2539","low poverty","Applied Learning","2011-09",1485.53,122
"2540","moderate poverty","Applied Learning","2011-09",10980.22,3141
"2541","high poverty","Health & Sports","2011-09",11485.84,8452
"2542","highest poverty","Health & Sports","2011-09",36144.54,17028
"2543","low poverty","Health & Sports","2011-09",641.77,350
"2544","moderate poverty","Health & Sports","2011-09",12200.19,2685
"2545","high poverty","History & Civics","2011-09",18068.94,4991
"2546","highest poverty","History & Civics","2011-09",46566.64,11450
"2547","low poverty","History & Civics","2011-09",2372.03,385
"2548","moderate poverty","History & Civics","2011-09",6371.45,2720
"2549","high poverty","Literacy & Language","2011-09",203360.15,29754
"2550","highest poverty","Literacy & Language","2011-09",513969.85,84016
"2551","low poverty","Literacy & Language","2011-09",21821.1,2183
"2552","moderate poverty","Literacy & Language","2011-09",93209.38,15880
"2553","high poverty","Math & Science","2011-09",115140.47,22370
"2554","highest poverty","Math & Science","2011-09",256922.4,58481
"2555","low poverty","Math & Science","2011-09",10061.62,3922
"2556","moderate poverty","Math & Science","2011-09",54387.43,10069
"2557","high poverty","Music & The Arts","2011-09",49896.43,32119
"2558","highest poverty","Music & The Arts","2011-09",97134.37,61425
"2559","low poverty","Music & The Arts","2011-09",1601.3,159
"2560","moderate poverty","Music & The Arts","2011-09",16749.37,9561
"2561","high poverty","Special Needs","2011-09",31813.42,2549
"2562","highest poverty","Special Needs","2011-09",57353.67,4489
"2563","low poverty","Special Needs","2011-09",3504.11,270
"2564","moderate poverty","Special Needs","2011-09",26017.94,2352
"2565","high poverty","Applied Learning","2011-10",47907.5,20912
"2566","highest poverty","Applied Learning","2011-10",121373.99,30058
"2567","low poverty","Applied Learning","2011-10",7536.37,419
"2568","moderate poverty","Applied Learning","2011-10",18406.99,3152
"2569","high poverty","Health & Sports","2011-10",20073.28,13002
"2570","highest poverty","Health & Sports","2011-10",42984.92,18439
"2571","low poverty","Health & Sports","2011-10",3131.65,2807
"2572","moderate poverty","Health & Sports","2011-10",15363.51,10589
"2573","high poverty","History & Civics","2011-10",22204.93,6070
"2574","highest poverty","History & Civics","2011-10",47857.44,11895
"2575","low poverty","History & Civics","2011-10",7815.53,1266
"2576","moderate poverty","History & Civics","2011-10",19426.91,3252
"2577","high poverty","Literacy & Language","2011-10",244526.37,42144
"2578","highest poverty","Literacy & Language","2011-10",619534.12,94778
"2579","low poverty","Literacy & Language","2011-10",55644.33,5647
"2580","moderate poverty","Literacy & Language","2011-10",183281.69,26477
"2581","high poverty","Math & Science","2011-10",258249.23,61205
"2582","highest poverty","Math & Science","2011-10",502887.78,95497
"2583","low poverty","Math & Science","2011-10",80441.11,12775
"2584","moderate poverty","Math & Science","2011-10",207294.87,35704
"2585","high poverty","Music & The Arts","2011-10",47625.94,21478
"2586","highest poverty","Music & The Arts","2011-10",135448.05,83977
"2587","low poverty","Music & The Arts","2011-10",15055.27,4561
"2588","moderate poverty","Music & The Arts","2011-10",42113.03,17871
"2589","high poverty","Special Needs","2011-10",37501.09,2272
"2590","highest poverty","Special Needs","2011-10",87664.98,6616
"2591","low poverty","Special Needs","2011-10",9837.94,524
"2592","moderate poverty","Special Needs","2011-10",33246.94,2325
"2593","high poverty","Applied Learning","2011-11",56015.97,19265
"2594","highest poverty","Applied Learning","2011-11",170996.06,33107
"2595","low poverty","Applied Learning","2011-11",7049.77,1709
"2596","moderate poverty","Applied Learning","2011-11",28629.03,8739
"2597","high poverty","Health & Sports","2011-11",12708.06,5881
"2598","highest poverty","Health & Sports","2011-11",37992.55,16764
"2599","low poverty","Health & Sports","2011-11",2799.11,1038
"2600","moderate poverty","Health & Sports","2011-11",13543.97,7057
"2601","high poverty","History & Civics","2011-11",21682.53,6164
"2602","highest poverty","History & Civics","2011-11",60702.6,15149
"2603","low poverty","History & Civics","2011-11",6785.9,1268
"2604","moderate poverty","History & Civics","2011-11",12729.8,3128
"2605","high poverty","Literacy & Language","2011-11",286079.54,56507
"2606","highest poverty","Literacy & Language","2011-11",688287.02,112611
"2607","low poverty","Literacy & Language","2011-11",39008.14,5912
"2608","moderate poverty","Literacy & Language","2011-11",179269.05,23692
"2609","high poverty","Math & Science","2011-11",209205.17,44207
"2610","highest poverty","Math & Science","2011-11",422599.42,88802
"2611","low poverty","Math & Science","2011-11",44940.03,9130
"2612","moderate poverty","Math & Science","2011-11",138505.04,29881
"2613","high poverty","Music & The Arts","2011-11",60838.03,34292
"2614","highest poverty","Music & The Arts","2011-11",166549.27,91773
"2615","low poverty","Music & The Arts","2011-11",8161.5,3826
"2616","moderate poverty","Music & The Arts","2011-11",27275.65,11213
"2617","high poverty","Special Needs","2011-11",40309.26,2374
"2618","highest poverty","Special Needs","2011-11",83370.01,6581
"2619","low poverty","Special Needs","2011-11",8763.46,826
